locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELFBKOLN_00872	gene	243				
ELFBKOLN_00872	CDS	243				hypothetical protein
ELFBKOLN_00873	gene	777				
ELFBKOLN_00873	CDS	777				hypothetical protein
ELFBKOLN_00874	gene	978	fabHB			
ELFBKOLN_00874	CDS	978	fabHB	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
ELFBKOLN_00875	gene	2328	smc_4			
ELFBKOLN_00875	CDS	2328	smc_4			Chromosome partition protein Smc
ELFBKOLN_00876	gene	576				
ELFBKOLN_00876	CDS	576				hypothetical protein
ELFBKOLN_00877	gene	1413	hemY			
ELFBKOLN_00877	CDS	1413	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
ELFBKOLN_00878	gene	933	hemH			
ELFBKOLN_00878	CDS	933	hemH	4.99.1.1	COG0276	Ferrochelatase
ELFBKOLN_00879	gene	1062	hemE			
ELFBKOLN_00879	CDS	1062	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
ELFBKOLN_00880	gene	2145	pbpF			
ELFBKOLN_00880	CDS	2145	pbpF		COG0744	Penicillin-binding protein 1F
ELFBKOLN_00881	gene	501	hmoB			
ELFBKOLN_00881	CDS	501	hmoB	1.14.14.18	COG2329	Heme-degrading monooxygenase HmoB
ELFBKOLN_00882	gene	315				
ELFBKOLN_00882	CDS	315				hypothetical protein
ELFBKOLN_00883	gene	1389				
ELFBKOLN_00883	CDS	1389				hypothetical protein
ELFBKOLN_00884	gene	1191				
ELFBKOLN_00884	CDS	1191		3.5.1.47		N-acetyldiaminopimelate deacetylase
ELFBKOLN_00885	gene	711				
ELFBKOLN_00885	CDS	711				hypothetical protein
ELFBKOLN_00886	gene	1227				
ELFBKOLN_00886	CDS	1227				hypothetical protein
ELFBKOLN_00887	gene	744	ecsA_1			
ELFBKOLN_00887	CDS	744	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
ELFBKOLN_00888	gene	438	hit			
ELFBKOLN_00888	CDS	438	hit		COG0537	Protein hit
ELFBKOLN_00889	gene	1083	serC			
ELFBKOLN_00889	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
ELFBKOLN_00890	gene	519	trpP			
ELFBKOLN_00890	CDS	519	trpP			putative tryptophan transport protein
ELFBKOLN_00891	gene	180				
ELFBKOLN_00891	CDS	180				hypothetical protein
ELFBKOLN_00892	gene	402				
ELFBKOLN_00892	CDS	402				hypothetical protein
ELFBKOLN_00893	gene	612	hpr			
ELFBKOLN_00893	CDS	612	hpr		COG1846	HTH-type transcriptional regulator Hpr
ELFBKOLN_00894	gene	333	yhaI			
ELFBKOLN_00894	CDS	333	yhaI			putative protein YhaI
ELFBKOLN_00895	gene	519				
ELFBKOLN_00895	CDS	519				hypothetical protein
ELFBKOLN_00896	gene	855	prsA			
ELFBKOLN_00896	CDS	855	prsA	5.2.1.8	COG0760	Foldase protein PrsA
ELFBKOLN_00897	gene	213	yhaL			
ELFBKOLN_00897	CDS	213	yhaL			Sporulation protein YhaL
ELFBKOLN_00898	gene	945	yhaM			
ELFBKOLN_00898	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
ELFBKOLN_00899	gene	2892	yhaN			
ELFBKOLN_00899	CDS	2892	yhaN		COG4717	putative protein YhaN
ELFBKOLN_00900	gene	1224	yhaO			
ELFBKOLN_00900	CDS	1224	yhaO		COG0420	putative metallophosphoesterase YhaO
ELFBKOLN_00901	gene	1260	yhaP			
ELFBKOLN_00901	CDS	1260	yhaP		COG1668	putative protein YhaP
ELFBKOLN_00902	gene	897				
ELFBKOLN_00902	CDS	897		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
ELFBKOLN_00903	gene	186				
ELFBKOLN_00903	CDS	186				hypothetical protein
ELFBKOLN_00904	gene	768	paaF			
ELFBKOLN_00904	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
ELFBKOLN_00905	gene	318	khtS			
ELFBKOLN_00905	CDS	318	khtS			K(+)/H(+) antiporter modulator KhtS
ELFBKOLN_00906	gene	498	khtT_1			
ELFBKOLN_00906	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
ELFBKOLN_00907	gene	1218	khtU			
ELFBKOLN_00907	CDS	1218	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
ELFBKOLN_00908	gene	1506	hemZ			
ELFBKOLN_00908	CDS	1506	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
ELFBKOLN_00909	gene	867	yhaX			
ELFBKOLN_00909	CDS	867	yhaX		COG0561	Stress response protein YhaX
ELFBKOLN_00910	gene	1242	yhaZ			
ELFBKOLN_00910	CDS	1242	yhaZ		COG4335	putative protein YhaZ
ELFBKOLN_00911	gene	354				
ELFBKOLN_00911	CDS	354				hypothetical protein
ELFBKOLN_00912	gene	1134				
ELFBKOLN_00912	CDS	1134				hypothetical protein
ELFBKOLN_00913	gene	1092				
ELFBKOLN_00913	CDS	1092				hypothetical protein
ELFBKOLN_00914	gene	1362	yheD			
ELFBKOLN_00914	CDS	1362	yheD			Endospore coat-associated protein YheD
ELFBKOLN_00915	gene	210				
ELFBKOLN_00915	CDS	210				hypothetical protein
ELFBKOLN_00916	gene	204				
ELFBKOLN_00916	CDS	204				Small, acid-soluble spore protein 1
ELFBKOLN_00917	gene	621				
ELFBKOLN_00917	CDS	621				hypothetical protein
ELFBKOLN_00918	gene	2022	yheH			
ELFBKOLN_00918	CDS	2022	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
ELFBKOLN_00919	gene	1758	yheI			
ELFBKOLN_00919	CDS	1758	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
ELFBKOLN_00920	gene	264				
ELFBKOLN_00920	CDS	264				hypothetical protein
ELFBKOLN_00921	gene	501	nhaX			
ELFBKOLN_00921	CDS	501	nhaX		COG0589	Stress response protein NhaX
ELFBKOLN_00922	gene	1362	nhaC			
ELFBKOLN_00922	CDS	1362	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
ELFBKOLN_00923	gene	849	dat			
ELFBKOLN_00923	CDS	849	dat	2.6.1.21		D-alanine aminotransferase
ELFBKOLN_00924	gene	849				
ELFBKOLN_00924	CDS	849		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
ELFBKOLN_00925	gene	744	cobB			
ELFBKOLN_00925	CDS	744	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
ELFBKOLN_00926	gene	1116				
ELFBKOLN_00926	CDS	1116				hypothetical protein
ELFBKOLN_00927	gene	108				
ELFBKOLN_00927	CDS	108				hypothetical protein
ELFBKOLN_00928	gene	732	glpQ_1			
ELFBKOLN_00928	CDS	732	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
ELFBKOLN_00929	gene	396	crcB_1			
ELFBKOLN_00929	CDS	396	crcB_1			Putative fluoride ion transporter CrcB
ELFBKOLN_00930	gene	357	crcB_2			
ELFBKOLN_00930	CDS	357	crcB_2		COG0239	Putative fluoride ion transporter CrcB
ELFBKOLN_00931	gene	1386				
ELFBKOLN_00931	CDS	1386				hypothetical protein
ELFBKOLN_00932	gene	1182	aspC			
ELFBKOLN_00932	CDS	1182	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
ELFBKOLN_00933	gene	546				
ELFBKOLN_00933	CDS	546				hypothetical protein
ELFBKOLN_00934	gene	1335				
ELFBKOLN_00934	CDS	1335				hypothetical protein
ELFBKOLN_00935	gene	900	hldD			
ELFBKOLN_00935	CDS	900	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
ELFBKOLN_00936	gene	1128	thiO_2			
ELFBKOLN_00936	CDS	1128	thiO_2	1.4.3.19		Glycine oxidase
ELFBKOLN_00937	gene	600	plsC			
ELFBKOLN_00937	CDS	600	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
ELFBKOLN_00938	gene	996	yhdN			
ELFBKOLN_00938	CDS	996	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
ELFBKOLN_00939	gene	492	sigM			
ELFBKOLN_00939	CDS	492	sigM		COG1595	ECF RNA polymerase sigma factor SigM
ELFBKOLN_00940	gene	1074	yhdL			
ELFBKOLN_00940	CDS	1074	yhdL			putative anti-sigma-M factor YhdL
ELFBKOLN_00941	gene	291	yhdK			
ELFBKOLN_00941	CDS	291	yhdK			putative anti-sigma-M factor YhdK
ELFBKOLN_00942	gene	429				
ELFBKOLN_00942	CDS	429				hypothetical protein
ELFBKOLN_00943	gene	1410	gabR_1			
ELFBKOLN_00943	CDS	1410	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
ELFBKOLN_00944	gene	1356				
ELFBKOLN_00944	CDS	1356				hypothetical protein
ELFBKOLN_00945	gene	1398	yhdG_1			
ELFBKOLN_00945	CDS	1398	yhdG_1		COG0531	putative amino acid permease YhdG
ELFBKOLN_00946	gene	870	ydaD_2			
ELFBKOLN_00946	CDS	870	ydaD_2	1.-.-.-		General stress protein 39
ELFBKOLN_00947	gene	1101	citA			
ELFBKOLN_00947	CDS	1101	citA	2.3.3.16	COG0372	Citrate synthase 1
ELFBKOLN_00948	gene	876	cysL_1			
ELFBKOLN_00948	CDS	876	cysL_1		COG0583	HTH-type transcriptional regulator CysL
ELFBKOLN_00949	gene	1014	lytE			
ELFBKOLN_00949	CDS	1014	lytE	3.4.-.-		putative peptidoglycan endopeptidase LytE
ELFBKOLN_00950	gene	1377	phoA			
ELFBKOLN_00950	CDS	1377	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
ELFBKOLN_00951	gene	1407				
ELFBKOLN_00951	CDS	1407				hypothetical protein
ELFBKOLN_00952	gene	1527				
ELFBKOLN_00952	CDS	1527				hypothetical protein
ELFBKOLN_00953	gene	441	nsrR			
ELFBKOLN_00953	CDS	441	nsrR		COG1959	HTH-type transcriptional repressor NsrR
ELFBKOLN_00954	gene	1443	lytF			
ELFBKOLN_00954	CDS	1443	lytF	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
ELFBKOLN_00955	gene	324				
ELFBKOLN_00955	CDS	324				hypothetical protein
ELFBKOLN_00956	gene	243				
ELFBKOLN_00956	CDS	243				hypothetical protein
ELFBKOLN_00957	gene	525	azr			
ELFBKOLN_00957	CDS	525	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
ELFBKOLN_00958	gene	648	liaR_1			
ELFBKOLN_00958	CDS	648	liaR_1		COG2197	Transcriptional regulatory protein LiaR
ELFBKOLN_00959	gene	1143				
ELFBKOLN_00959	CDS	1143				hypothetical protein
ELFBKOLN_00960	gene	1746	pgcA			
ELFBKOLN_00960	CDS	1746	pgcA	5.4.2.2		Phosphoglucomutase
ELFBKOLN_00961	gene	1665	glpD			
ELFBKOLN_00961	CDS	1665	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
ELFBKOLN_00962	gene	1491	glpK			
ELFBKOLN_00962	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
ELFBKOLN_00963	gene	825	glpF			
ELFBKOLN_00963	CDS	825	glpF		COG0580	Glycerol uptake facilitator protein
ELFBKOLN_00964	gene	555	glpP			
ELFBKOLN_00964	CDS	555	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
ELFBKOLN_00965	gene	1338	tpa			
ELFBKOLN_00965	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
ELFBKOLN_00966	gene	915				
ELFBKOLN_00966	CDS	915				hypothetical protein
ELFBKOLN_00967	gene	1542				
ELFBKOLN_00967	CDS	1542				hypothetical protein
ELFBKOLN_00968	gene	663	cbbY			
ELFBKOLN_00968	CDS	663	cbbY	3.1.3.-	COG0637	Protein CbbY
ELFBKOLN_00969	gene	423	hrp1_2			
ELFBKOLN_00969	CDS	423	hrp1_2		COG0517	Hypoxic response protein 1
ELFBKOLN_00970	gene	396				
ELFBKOLN_00970	CDS	396				hypothetical protein
ELFBKOLN_00971	gene	909	rluD_2			
ELFBKOLN_00971	CDS	909	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ELFBKOLN_00972	gene	597	srtD			
ELFBKOLN_00972	CDS	597	srtD	3.4.22.-	COG3764	Sortase D
ELFBKOLN_00973	gene	3585	yhcR			
ELFBKOLN_00973	CDS	3585	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
ELFBKOLN_00974	gene	654				
ELFBKOLN_00974	CDS	654				hypothetical protein
ELFBKOLN_00975	gene	969				
ELFBKOLN_00975	CDS	969				hypothetical protein
ELFBKOLN_00976	gene	588	yhcN			
ELFBKOLN_00976	CDS	588	yhcN			putative spore germination lipoprotein YhcN
ELFBKOLN_00977	gene	438				
ELFBKOLN_00977	CDS	438				hypothetical protein
ELFBKOLN_00978	gene	1392	tcyP			
ELFBKOLN_00978	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
ELFBKOLN_00979	gene	1080				
ELFBKOLN_00979	CDS	1080				hypothetical protein
ELFBKOLN_00980	gene	831	metQ_1			
ELFBKOLN_00980	CDS	831	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
ELFBKOLN_00981	gene	204	cspB			
ELFBKOLN_00981	CDS	204	cspB		COG1278	Cold shock protein CspB
ELFBKOLN_00982	gene	609				
ELFBKOLN_00982	CDS	609				hypothetical protein
ELFBKOLN_00983	gene	495				
ELFBKOLN_00983	CDS	495				hypothetical protein
ELFBKOLN_00984	gene	918	bcrA_1			
ELFBKOLN_00984	CDS	918	bcrA_1			Bacitracin transport ATP-binding protein BcrA
ELFBKOLN_00985	gene	699	ytrB_1			
ELFBKOLN_00985	CDS	699	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
ELFBKOLN_00986	gene	366	ytrA_1			
ELFBKOLN_00986	CDS	366	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
ELFBKOLN_00987	gene	762				
ELFBKOLN_00987	CDS	762				hypothetical protein
ELFBKOLN_00988	gene	375				
ELFBKOLN_00988	CDS	375				hypothetical protein
ELFBKOLN_00989	gene	531	pnpB			
ELFBKOLN_00989	CDS	531	pnpB	1.6.5.6		p-benzoquinone reductase
ELFBKOLN_00990	gene	1599	emrB			
ELFBKOLN_00990	CDS	1599	emrB			Multidrug export protein EmrB
ELFBKOLN_00991	gene	633	aaeA			
ELFBKOLN_00991	CDS	633	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
ELFBKOLN_00992	gene	465				
ELFBKOLN_00992	CDS	465				hypothetical protein
ELFBKOLN_00993	gene	1179				
ELFBKOLN_00993	CDS	1179				hypothetical protein
ELFBKOLN_00994	gene	1896				
ELFBKOLN_00994	CDS	1896				hypothetical protein
ELFBKOLN_00995	gene	708				
ELFBKOLN_00995	CDS	708				hypothetical protein
ELFBKOLN_00996	gene	714				
ELFBKOLN_00996	CDS	714				hypothetical protein
ELFBKOLN_00997	gene	642				
ELFBKOLN_00997	CDS	642				hypothetical protein
ELFBKOLN_00998	gene	474	trmL			
ELFBKOLN_00998	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
ELFBKOLN_00999	gene	918				
ELFBKOLN_00999	CDS	918				hypothetical protein
ELFBKOLN_01000	gene	1161	queG			
ELFBKOLN_01000	CDS	1161	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
ELFBKOLN_01001	gene	624				
ELFBKOLN_01001	CDS	624				hypothetical protein
ELFBKOLN_01002	gene	74				
ELFBKOLN_01002	tRNA	74				tRNA-Gly(tcc)
ELFBKOLN_01003	gene	204				
ELFBKOLN_01003	CDS	204				hypothetical protein
ELFBKOLN_01004	gene	474				
ELFBKOLN_01004	CDS	474				hypothetical protein
ELFBKOLN_01005	gene	270	rpsN2			
ELFBKOLN_01005	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
ELFBKOLN_01006	gene	507				
ELFBKOLN_01006	CDS	507				hypothetical protein
ELFBKOLN_01007	gene	1137	ssuD			
ELFBKOLN_01007	CDS	1137	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
ELFBKOLN_01008	gene	831	ssuC_1			
ELFBKOLN_01008	CDS	831	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
ELFBKOLN_01009	gene	999	ssuA			
ELFBKOLN_01009	CDS	999	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
ELFBKOLN_01010	gene	897	ssuB			
ELFBKOLN_01010	CDS	897	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
ELFBKOLN_01011	gene	1452	katA_1			
ELFBKOLN_01011	CDS	1452	katA_1	1.11.1.6	COG0753	Vegetative catalase
ELFBKOLN_01012	gene	180				
ELFBKOLN_01012	CDS	180				hypothetical protein
ELFBKOLN_01013	gene	1776	thiC			
ELFBKOLN_01013	CDS	1776	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ELFBKOLN_01014	gene	693				
ELFBKOLN_01014	CDS	693				hypothetical protein
ELFBKOLN_01015	gene	240				
ELFBKOLN_01015	CDS	240				hypothetical protein
ELFBKOLN_01016	gene	198				
ELFBKOLN_01016	CDS	198				hypothetical protein
ELFBKOLN_01017	gene	777	spo0M			
ELFBKOLN_01017	CDS	777	spo0M		COG4326	Sporulation-control protein spo0M
ELFBKOLN_01018	gene	84				
ELFBKOLN_01018	tRNA	84				tRNA-Leu(caa)
ELFBKOLN_01019	gene	89				
ELFBKOLN_01019	tRNA	89				tRNA-Leu(taa)
ELFBKOLN_01020	gene	71				
ELFBKOLN_01020	tRNA	71				tRNA-Cys(gca)
ELFBKOLN_01021	gene	75				
ELFBKOLN_01021	tRNA	75				tRNA-Gly(gcc)
ELFBKOLN_01022	gene	75				
ELFBKOLN_01022	tRNA	75				tRNA-Gln(ttg)
ELFBKOLN_01023	gene	76				
ELFBKOLN_01023	tRNA	76				tRNA-His(gtg)
ELFBKOLN_01024	gene	74				
ELFBKOLN_01024	tRNA	74				tRNA-Trp(cca)
ELFBKOLN_01025	gene	85				
ELFBKOLN_01025	tRNA	85				tRNA-Tyr(gta)
ELFBKOLN_01026	gene	74				
ELFBKOLN_01026	tRNA	74				tRNA-Thr(tgt)
ELFBKOLN_01027	gene	76				
ELFBKOLN_01027	tRNA	76				tRNA-Phe(gaa)
ELFBKOLN_01028	gene	77				
ELFBKOLN_01028	tRNA	77				tRNA-Asp(gtc)
ELFBKOLN_01029	gene	77				
ELFBKOLN_01029	tRNA	77				tRNA-Met(cat)
ELFBKOLN_01030	gene	76				
ELFBKOLN_01030	tRNA	76				tRNA-Val(tac)
ELFBKOLN_01031	gene	72				
ELFBKOLN_01031	tRNA	72				tRNA-Glu(ttc)
ELFBKOLN_01032	gene	92				
ELFBKOLN_01032	tRNA	92				tRNA-Ser(gga)
ELFBKOLN_01033	gene	75				
ELFBKOLN_01033	tRNA	75				tRNA-Asn(gtt)
ELFBKOLN_01034	gene	111				
ELFBKOLN_01034	rRNA	111				5S ribosomal RNA
ELFBKOLN_01035	gene	2924				
ELFBKOLN_01035	rRNA	2924				23S ribosomal RNA
ELFBKOLN_01036	gene	1547				
ELFBKOLN_01036	rRNA	1547				16S ribosomal RNA
ELFBKOLN_01037	gene	885				
ELFBKOLN_01037	CDS	885				hypothetical protein
ELFBKOLN_01038	gene	354				
ELFBKOLN_01038	CDS	354				hypothetical protein
ELFBKOLN_01039	gene	438	perR			
ELFBKOLN_01039	CDS	438	perR		COG0735	Peroxide operon regulator
ELFBKOLN_01040	gene	474	bcp			
ELFBKOLN_01040	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
ELFBKOLN_01041	gene	1290	hemL1			
ELFBKOLN_01041	CDS	1290	hemL1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 1
ELFBKOLN_01042	gene	1110				
ELFBKOLN_01042	CDS	1110				hypothetical protein
ELFBKOLN_01043	gene	1743				
ELFBKOLN_01043	CDS	1743		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
ELFBKOLN_01044	gene	531				
ELFBKOLN_01044	CDS	531				hypothetical protein
ELFBKOLN_01045	gene	261				
ELFBKOLN_01045	CDS	261				hypothetical protein
ELFBKOLN_01046	gene	258	sspE			
ELFBKOLN_01046	CDS	258	sspE			Small, acid-soluble spore protein gamma-type
ELFBKOLN_01047	gene	753	fabL			
ELFBKOLN_01047	CDS	753	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
ELFBKOLN_01048	gene	225	yfhS			
ELFBKOLN_01048	CDS	225	yfhS			putative protein YfhS
ELFBKOLN_01049	gene	1110	mutY			
ELFBKOLN_01049	CDS	1110	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
ELFBKOLN_01050	gene	984	yfhP			
ELFBKOLN_01050	CDS	984	yfhP		COG1988	putative protein YfhP
ELFBKOLN_01051	gene	2583				
ELFBKOLN_01051	CDS	2583				hypothetical protein
ELFBKOLN_01052	gene	990	csbB			
ELFBKOLN_01052	CDS	990	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
ELFBKOLN_01053	gene	861	ephA			
ELFBKOLN_01053	CDS	861	ephA	3.3.2.10		Epoxide hydrolase A
ELFBKOLN_01054	gene	393				
ELFBKOLN_01054	CDS	393				hypothetical protein
ELFBKOLN_01055	gene	519				
ELFBKOLN_01055	CDS	519				hypothetical protein
ELFBKOLN_01056	gene	270				
ELFBKOLN_01056	CDS	270				hypothetical protein
ELFBKOLN_01057	gene	153	sspK			
ELFBKOLN_01057	CDS	153	sspK			Small, acid-soluble spore protein K
ELFBKOLN_01058	gene	1194	ydhP_1			
ELFBKOLN_01058	CDS	1194	ydhP_1		COG2814	Inner membrane transport protein YdhP
ELFBKOLN_01059	gene	321	yfhH			
ELFBKOLN_01059	CDS	321	yfhH			putative protein YfhH
ELFBKOLN_01060	gene	792	recX			
ELFBKOLN_01060	CDS	792	recX			Regulatory protein RecX
ELFBKOLN_01061	gene	912				
ELFBKOLN_01061	CDS	912				Epimerase family protein
ELFBKOLN_01062	gene	111				
ELFBKOLN_01062	CDS	111				hypothetical protein
ELFBKOLN_01063	gene	192				
ELFBKOLN_01063	CDS	192				hypothetical protein
ELFBKOLN_01064	gene	585	ydjA			
ELFBKOLN_01064	CDS	585	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
ELFBKOLN_01065	gene	354				
ELFBKOLN_01065	CDS	354				hypothetical protein
ELFBKOLN_01066	gene	375				
ELFBKOLN_01066	CDS	375				hypothetical protein
ELFBKOLN_01067	gene	1032	yfhA			
ELFBKOLN_01067	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
ELFBKOLN_01068	gene	1002	yfiZ_1			
ELFBKOLN_01068	CDS	1002	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
ELFBKOLN_01069	gene	978	yfiY			
ELFBKOLN_01069	CDS	978	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
ELFBKOLN_01070	gene	2571	mprF			
ELFBKOLN_01070	CDS	2571	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
ELFBKOLN_01071	gene	483				
ELFBKOLN_01071	CDS	483				hypothetical protein
ELFBKOLN_01072	gene	1557	bmr3_1			
ELFBKOLN_01072	CDS	1557	bmr3_1			Multidrug resistance protein 3
ELFBKOLN_01073	gene	537	yfiT			
ELFBKOLN_01073	CDS	537	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
ELFBKOLN_01074	gene	1089				
ELFBKOLN_01074	CDS	1089				hypothetical protein
ELFBKOLN_01075	gene	633	estB			
ELFBKOLN_01075	CDS	633	estB	3.1.1.3		Extracellular esterase EstB
ELFBKOLN_01076	gene	549				
ELFBKOLN_01076	CDS	549				hypothetical protein
ELFBKOLN_01077	gene	600				
ELFBKOLN_01077	CDS	600				hypothetical protein
ELFBKOLN_01078	gene	1158	lnrN			
ELFBKOLN_01078	CDS	1158	lnrN		COG0842	Linearmycin resistance permease protein LnrN
ELFBKOLN_01079	gene	1191	lnrM			
ELFBKOLN_01079	CDS	1191	lnrM		COG0842	Linearmycin resistance permease protein LnrM
ELFBKOLN_01080	gene	936	lnrL_1			
ELFBKOLN_01080	CDS	936	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
ELFBKOLN_01081	gene	663	lnrK_1			
ELFBKOLN_01081	CDS	663	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
ELFBKOLN_01082	gene	1218	lnrJ			
ELFBKOLN_01082	CDS	1218	lnrJ	2.7.13.3		Sensor histidine kinase LnrJ
ELFBKOLN_01083	gene	858	catE			
ELFBKOLN_01083	CDS	858	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
ELFBKOLN_01084	gene	405	catD			
ELFBKOLN_01084	CDS	405	catD	1.-.-.-	COG2259	Putative oxidoreductase CatD
ELFBKOLN_01085	gene	1815				
ELFBKOLN_01085	CDS	1815			COG1132	putative ABC transporter ATP-binding protein
ELFBKOLN_01086	gene	1719				
ELFBKOLN_01086	CDS	1719			COG1132	putative ABC transporter ATP-binding protein
ELFBKOLN_01087	gene	1584	malP			
ELFBKOLN_01087	CDS	1584	malP		COG1263	PTS system maltose-specific EIICB component
ELFBKOLN_01088	gene	765	glvR			
ELFBKOLN_01088	CDS	765	glvR		COG1737	HTH-type transcriptional regulator GlvR
ELFBKOLN_01089	gene	1350	glvA			
ELFBKOLN_01089	CDS	1350	glvA	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase
ELFBKOLN_01090	gene	315				
ELFBKOLN_01090	CDS	315				hypothetical protein
ELFBKOLN_01091	gene	1224				
ELFBKOLN_01091	CDS	1224				hypothetical protein
ELFBKOLN_01092	gene	768				
ELFBKOLN_01092	CDS	768				hypothetical protein
ELFBKOLN_01093	gene	558				
ELFBKOLN_01093	CDS	558				hypothetical protein
ELFBKOLN_01094	gene	327				
ELFBKOLN_01094	CDS	327				hypothetical protein
ELFBKOLN_01095	gene	180	sspH			
ELFBKOLN_01095	CDS	180	sspH			Small, acid-soluble spore protein H
ELFBKOLN_01096	gene	1818	acoR			
ELFBKOLN_01096	CDS	1818	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
ELFBKOLN_01097	gene	1377	pdhD_2			
ELFBKOLN_01097	CDS	1377	pdhD_2	1.8.1.4		Dihydrolipoyl dehydrogenase
ELFBKOLN_01098	gene	1197	pdhC_2			
ELFBKOLN_01098	CDS	1197	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
ELFBKOLN_01099	gene	1029	acoB			
ELFBKOLN_01099	CDS	1029	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
ELFBKOLN_01100	gene	1002	acoA			
ELFBKOLN_01100	CDS	1002	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
ELFBKOLN_01101	gene	690				
ELFBKOLN_01101	CDS	690				hypothetical protein
ELFBKOLN_01102	gene	453				
ELFBKOLN_01102	CDS	453				hypothetical protein
ELFBKOLN_01103	gene	552				
ELFBKOLN_01103	CDS	552				IS1595 family transposase ISSpgl1
ELFBKOLN_01104	gene	984	dus			
ELFBKOLN_01104	CDS	984	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
ELFBKOLN_01105	gene	1401	rlmCD_1			
