locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCOCLAEF_00553	gene	840				
PCOCLAEF_00553	CDS	840			COG3689	Putative two-component membrane permease complex subunit SMU_746c
PCOCLAEF_00554	gene	1041				
PCOCLAEF_00554	CDS	1041			COG0701	Putative two-component membrane permease complex subunit SMU_747c
PCOCLAEF_00555	gene	1572	lmo0919_fam			
PCOCLAEF_00555	CDS	1572	lmo0919_fam			lincomycin resistance ABC-F type ribosomal protection protein
PCOCLAEF_00556	gene	1899	licR_1			
PCOCLAEF_00556	CDS	1899	licR_1		COG1762	putative licABCH operon regulator
PCOCLAEF_00557	gene	1452	bglH_1			
PCOCLAEF_00557	CDS	1452	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
PCOCLAEF_00558	gene	351	lacF_1			
PCOCLAEF_00558	CDS	351	lacF_1		COG1447	PTS system lactose-specific EIIA component
PCOCLAEF_00559	gene	1269	licC_1			
PCOCLAEF_00559	CDS	1269	licC_1		COG1455	Lichenan permease IIC component
PCOCLAEF_00560	gene	306	licB_1			
PCOCLAEF_00560	CDS	306	licB_1	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
PCOCLAEF_00561	gene	1467	davD			
PCOCLAEF_00561	CDS	1467	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
PCOCLAEF_00562	gene	813	focA			
PCOCLAEF_00562	CDS	813	focA		COG2116	putative formate transporter 1
PCOCLAEF_00563	gene	504				
PCOCLAEF_00563	CDS	504				hypothetical protein
PCOCLAEF_00564	gene	1104				
PCOCLAEF_00564	CDS	1104				hypothetical protein
PCOCLAEF_00565	gene	393	ytrA_1			
PCOCLAEF_00565	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
PCOCLAEF_00566	gene	1137				
PCOCLAEF_00566	CDS	1137				hypothetical protein
PCOCLAEF_00567	gene	675	pspB_1			
PCOCLAEF_00567	CDS	675	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
PCOCLAEF_00568	gene	1350	gor			
PCOCLAEF_00568	CDS	1350	gor	1.8.1.7	COG1249	Glutathione reductase
PCOCLAEF_00569	gene	498				
PCOCLAEF_00569	CDS	498				hypothetical protein
PCOCLAEF_00570	gene	675				
PCOCLAEF_00570	CDS	675				hypothetical protein
PCOCLAEF_00571	gene	381				
PCOCLAEF_00571	CDS	381				hypothetical protein
PCOCLAEF_00572	gene	74				
PCOCLAEF_00572	tRNA	74				tRNA-Asp(gtc)
PCOCLAEF_00573	gene	73				
PCOCLAEF_00573	tRNA	73				tRNA-Glu(ttc)
PCOCLAEF_00574	gene	714	gmuR_1			
PCOCLAEF_00574	CDS	714	gmuR_1		COG2188	HTH-type transcriptional regulator GmuR
PCOCLAEF_00575	gene	1287	gmuC_1			
PCOCLAEF_00575	CDS	1287	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
PCOCLAEF_00576	gene	393				
PCOCLAEF_00576	CDS	393				hypothetical protein
PCOCLAEF_00577	gene	486				
PCOCLAEF_00577	CDS	486				hypothetical protein
PCOCLAEF_00578	gene	441	ybiA			
PCOCLAEF_00578	CDS	441	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
PCOCLAEF_00579	gene	90				
PCOCLAEF_00579	tRNA	90				tRNA-Ser(gct)
PCOCLAEF_00580	gene	75				
PCOCLAEF_00580	tRNA	75				tRNA-Asn(gtt)
PCOCLAEF_00581	gene	468				
PCOCLAEF_00581	CDS	468				Protein SprT-like protein
PCOCLAEF_00582	gene	2178	yhgF			
PCOCLAEF_00582	CDS	2178	yhgF		COG2183	Protein YhgF
PCOCLAEF_00583	gene	1632	dauA			
PCOCLAEF_00583	CDS	1632	dauA		COG0659	C4-dicarboxylic acid transporter DauA
PCOCLAEF_00584	gene	600	rsbX			
PCOCLAEF_00584	CDS	600	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
PCOCLAEF_00585	gene	780	sigB			
PCOCLAEF_00585	CDS	780	sigB		COG1191	RNA polymerase sigma-B factor
PCOCLAEF_00586	gene	474	rsbW			
PCOCLAEF_00586	CDS	474	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
PCOCLAEF_00587	gene	345	rsbV			
PCOCLAEF_00587	CDS	345	rsbV		COG1366	Anti-sigma-B factor antagonist
PCOCLAEF_00588	gene	1005	rsbU			
PCOCLAEF_00588	CDS	1005	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
PCOCLAEF_00589	gene	417	rsbT			
PCOCLAEF_00589	CDS	417	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
PCOCLAEF_00590	gene	357	rsbS			
PCOCLAEF_00590	CDS	357	rsbS		COG1366	RsbT antagonist protein RsbS
PCOCLAEF_00591	gene	837	rsbRA			
PCOCLAEF_00591	CDS	837	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
PCOCLAEF_00592	gene	345	ndoA			
PCOCLAEF_00592	CDS	345	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
PCOCLAEF_00593	gene	279	ndoAI			
PCOCLAEF_00593	CDS	279	ndoAI		COG0864	Antitoxin EndoAI
PCOCLAEF_00594	gene	1107	alr			
PCOCLAEF_00594	CDS	1107	alr	5.1.1.1		Alanine racemase
PCOCLAEF_00595	gene	357	acpS			
PCOCLAEF_00595	CDS	357	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
PCOCLAEF_00596	gene	1380	hemY			
PCOCLAEF_00596	CDS	1380	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
PCOCLAEF_00597	gene	1476				
PCOCLAEF_00597	CDS	1476				hypothetical protein
PCOCLAEF_00598	gene	483				
PCOCLAEF_00598	CDS	483				hypothetical protein
PCOCLAEF_00599	gene	477				
PCOCLAEF_00599	CDS	477				hypothetical protein
PCOCLAEF_00600	gene	1389				
PCOCLAEF_00600	CDS	1389			COG1388	Cell wall protein
PCOCLAEF_00601	gene	768				
PCOCLAEF_00601	CDS	768				hypothetical protein
PCOCLAEF_00602	gene	954	yajO_1			
PCOCLAEF_00602	CDS	954	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PCOCLAEF_00603	gene	729	nagB_2			
PCOCLAEF_00603	CDS	729	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
PCOCLAEF_00604	gene	1326	licC_2			
PCOCLAEF_00604	CDS	1326	licC_2		COG1455	Lichenan permease IIC component
PCOCLAEF_00605	gene	336	celA_1			
PCOCLAEF_00605	CDS	336	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
PCOCLAEF_00606	gene	330	lacF_2			
PCOCLAEF_00606	CDS	330	lacF_2			PTS system lactose-specific EIIA component
PCOCLAEF_00607	gene	2019				
PCOCLAEF_00607	CDS	2019				hypothetical protein
PCOCLAEF_00608	gene	1167	ydhP			
PCOCLAEF_00608	CDS	1167	ydhP		COG2814	Inner membrane transport protein YdhP
PCOCLAEF_00609	gene	354	ytcD			
PCOCLAEF_00609	CDS	354	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
PCOCLAEF_00610	gene	312				
PCOCLAEF_00610	CDS	312				hypothetical protein
PCOCLAEF_00611	gene	999				
PCOCLAEF_00611	CDS	999				hypothetical protein
PCOCLAEF_00612	gene	558				
PCOCLAEF_00612	CDS	558				hypothetical protein
PCOCLAEF_00613	gene	489	queT			
PCOCLAEF_00613	CDS	489	queT		COG4708	Queuosine precursor transporter QueT
PCOCLAEF_00614	gene	177				
PCOCLAEF_00614	CDS	177				hypothetical protein
PCOCLAEF_00615	gene	1554	cshA			
PCOCLAEF_00615	CDS	1554	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
PCOCLAEF_00616	gene	1674	pgcA_1			
PCOCLAEF_00616	CDS	1674	pgcA_1	5.4.2.2		Phosphoglucomutase
PCOCLAEF_00617	gene	1068				
PCOCLAEF_00617	CDS	1068		2.4.1.281		4-O-beta-D-mannosyl-D-glucose phosphorylase
PCOCLAEF_00618	gene	915				
PCOCLAEF_00618	CDS	915				hypothetical protein
PCOCLAEF_00619	gene	1533	malL_1			
PCOCLAEF_00619	CDS	1533	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
PCOCLAEF_00620	gene	834	araQ_1			
PCOCLAEF_00620	CDS	834	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
PCOCLAEF_00621	gene	879	lacF_3			
PCOCLAEF_00621	CDS	879	lacF_3			Lactose transport system permease protein LacF
PCOCLAEF_00622	gene	1320				
PCOCLAEF_00622	CDS	1320				hypothetical protein
PCOCLAEF_00623	gene	1026	exuR			
PCOCLAEF_00623	CDS	1026	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
PCOCLAEF_00624	gene	714				
PCOCLAEF_00624	CDS	714		3.1.1.23		Thermostable monoacylglycerol lipase
PCOCLAEF_00625	gene	1413	murF			
PCOCLAEF_00625	CDS	1413	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PCOCLAEF_00626	gene	1113	ddl			
PCOCLAEF_00626	CDS	1113	ddl	6.3.2.4		D-alanine--D-alanine ligase
PCOCLAEF_00627	gene	321	gdx_1			
PCOCLAEF_00627	CDS	321	gdx_1			Guanidinium exporter
PCOCLAEF_00628	gene	342	gdx_2			
PCOCLAEF_00628	CDS	342	gdx_2			Guanidinium exporter
PCOCLAEF_00629	gene	555				
PCOCLAEF_00629	CDS	555				hypothetical protein
PCOCLAEF_00630	gene	759				
PCOCLAEF_00630	CDS	759				hypothetical protein
PCOCLAEF_00631	gene	180				
PCOCLAEF_00631	CDS	180				hypothetical protein
PCOCLAEF_00632	gene	1848	QRSL1			
PCOCLAEF_00632	CDS	1848	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
PCOCLAEF_00633	gene	729	artM_1			
PCOCLAEF_00633	CDS	729	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
PCOCLAEF_00634	gene	1443	mltF_1			
PCOCLAEF_00634	CDS	1443	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
PCOCLAEF_00635	gene	1101	uvrC_2			
PCOCLAEF_00635	CDS	1101	uvrC_2		COG0322	UvrABC system protein C
PCOCLAEF_00636	gene	1104	metE_1			
PCOCLAEF_00636	CDS	1104	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
PCOCLAEF_00637	gene	378	yabJ			
PCOCLAEF_00637	CDS	378	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PCOCLAEF_00638	gene	258				
PCOCLAEF_00638	CDS	258				hypothetical protein
PCOCLAEF_00639	gene	6084				
PCOCLAEF_00639	CDS	6084				hypothetical protein
PCOCLAEF_00640	gene	2643				
PCOCLAEF_00640	CDS	2643		7.2.2.10	COG0474	Calcium-transporting ATPase
PCOCLAEF_00641	gene	471				
PCOCLAEF_00641	CDS	471				hypothetical protein
PCOCLAEF_00642	gene	1212	tetA			
PCOCLAEF_00642	CDS	1212	tetA			Tetracycline resistance protein, class C
PCOCLAEF_00643	gene	1386	uhpT			
PCOCLAEF_00643	CDS	1386	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
PCOCLAEF_00644	gene	1638				
PCOCLAEF_00644	CDS	1638		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
PCOCLAEF_00645	gene	414	psiE			
PCOCLAEF_00645	CDS	414	psiE			Protein PsiE
PCOCLAEF_00646	gene	1005				
PCOCLAEF_00646	CDS	1005				hypothetical protein
PCOCLAEF_00647	gene	774				
PCOCLAEF_00647	CDS	774				hypothetical protein
PCOCLAEF_00648	gene	891				
PCOCLAEF_00648	CDS	891				hypothetical protein
PCOCLAEF_00649	gene	285				
PCOCLAEF_00649	CDS	285				hypothetical protein
PCOCLAEF_00650	gene	912				
PCOCLAEF_00650	CDS	912				hypothetical protein
PCOCLAEF_00651	gene	1962	fbp			
PCOCLAEF_00651	CDS	1962	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
PCOCLAEF_00652	gene	3648				
PCOCLAEF_00652	CDS	3648		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
PCOCLAEF_00653	gene	1635				
PCOCLAEF_00653	CDS	1635				hypothetical protein
PCOCLAEF_00654	gene	1281	mvaA			
PCOCLAEF_00654	CDS	1281	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
PCOCLAEF_00655	gene	969				
PCOCLAEF_00655	CDS	969				hypothetical protein
PCOCLAEF_00656	gene	825	yvgN_1			
PCOCLAEF_00656	CDS	825	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
PCOCLAEF_00657	gene	390				
PCOCLAEF_00657	CDS	390			COG0789	putative HTH-type transcriptional regulator
PCOCLAEF_00658	gene	663				
PCOCLAEF_00658	CDS	663				hypothetical protein
PCOCLAEF_00659	gene	558				
PCOCLAEF_00659	CDS	558				hypothetical protein
PCOCLAEF_00660	gene	849				
PCOCLAEF_00660	CDS	849				hypothetical protein
PCOCLAEF_00661	gene	2631				
PCOCLAEF_00661	CDS	2631		7.2.2.10		Calcium-transporting ATPase 1
PCOCLAEF_00662	gene	405				
PCOCLAEF_00662	CDS	405				hypothetical protein
PCOCLAEF_00663	gene	273				
PCOCLAEF_00663	CDS	273				hypothetical protein
PCOCLAEF_00664	gene	432				
PCOCLAEF_00664	CDS	432				hypothetical protein
PCOCLAEF_00665	gene	1476				
PCOCLAEF_00665	CDS	1476				hypothetical protein
PCOCLAEF_00666	gene	369				
PCOCLAEF_00666	CDS	369				hypothetical protein
PCOCLAEF_00667	gene	285				
PCOCLAEF_00667	CDS	285				hypothetical protein
PCOCLAEF_00668	gene	927				
PCOCLAEF_00668	CDS	927		1.6.5.11	COG2070	NADH:quinone reductase
PCOCLAEF_00669	gene	873	gmuE			
PCOCLAEF_00669	CDS	873	gmuE	2.7.1.4	COG1940	Putative fructokinase
PCOCLAEF_00670	gene	543				
PCOCLAEF_00670	CDS	543				hypothetical protein
PCOCLAEF_00671	gene	702	cah			
PCOCLAEF_00671	CDS	702	cah	4.2.1.1	COG3338	Carbonic anhydrase
PCOCLAEF_00672	gene	1074	potD			
PCOCLAEF_00672	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
PCOCLAEF_00673	gene	807	ydcV			
PCOCLAEF_00673	CDS	807	ydcV			Inner membrane ABC transporter permease protein YdcV
PCOCLAEF_00674	gene	810	potB			
PCOCLAEF_00674	CDS	810	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
PCOCLAEF_00675	gene	1095	potA			
PCOCLAEF_00675	CDS	1095	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
PCOCLAEF_00676	gene	543				
PCOCLAEF_00676	CDS	543				hypothetical protein
PCOCLAEF_00677	gene	459				
PCOCLAEF_00677	CDS	459				hypothetical protein
PCOCLAEF_00678	gene	474				
PCOCLAEF_00678	CDS	474				hypothetical protein
PCOCLAEF_00679	gene	2049	nhaK			
PCOCLAEF_00679	CDS	2049	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
PCOCLAEF_00680	gene	639	ywaC			
PCOCLAEF_00680	CDS	639	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
PCOCLAEF_00681	gene	354				
PCOCLAEF_00681	CDS	354				hypothetical protein
PCOCLAEF_00682	gene	762	pfyP			
PCOCLAEF_00682	CDS	762	pfyP			Blue-light photoreceptor
PCOCLAEF_00683	gene	1461	lysP			
PCOCLAEF_00683	CDS	1461	lysP		COG0833	Lysine-specific permease
PCOCLAEF_00684	gene	462				
PCOCLAEF_00684	CDS	462				hypothetical protein
PCOCLAEF_00685	gene	531				
PCOCLAEF_00685	CDS	531				hypothetical protein
PCOCLAEF_00686	gene	921	rarD			
PCOCLAEF_00686	CDS	921	rarD		COG2962	Protein RarD
PCOCLAEF_00687	gene	642				
PCOCLAEF_00687	CDS	642				hypothetical protein
PCOCLAEF_00688	gene	702	ydfK			
PCOCLAEF_00688	CDS	702	ydfK		COG1811	putative membrane protein YdfK
PCOCLAEF_00689	gene	891				
PCOCLAEF_00689	CDS	891		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
PCOCLAEF_00690	gene	651				
PCOCLAEF_00690	CDS	651				hypothetical protein
PCOCLAEF_00691	gene	477	ybaK			
PCOCLAEF_00691	CDS	477	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
PCOCLAEF_00692	gene	849	yddE			
PCOCLAEF_00692	CDS	849	yddE	5.1.-.-	COG0384	putative isomerase YddE
PCOCLAEF_00693	gene	2181				
PCOCLAEF_00693	CDS	2181				hypothetical protein
PCOCLAEF_00694	gene	4431				
PCOCLAEF_00694	CDS	4431				hypothetical protein
PCOCLAEF_00695	gene	1377	cycA			
PCOCLAEF_00695	CDS	1377	cycA		COG1113	D-serine/D-alanine/glycine transporter
PCOCLAEF_00696	gene	636	azoR_1			
PCOCLAEF_00696	CDS	636	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
PCOCLAEF_00697	gene	2817	dgaR			
PCOCLAEF_00697	CDS	2817	dgaR			Transcriptional regulatory protein DagR
PCOCLAEF_00698	gene	435	manX_1			
PCOCLAEF_00698	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
PCOCLAEF_00699	gene	486	manX_2			
PCOCLAEF_00699	CDS	486	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
PCOCLAEF_00700	gene	816	manY			
PCOCLAEF_00700	CDS	816	manY		COG3715	PTS system mannose-specific EIIC component
PCOCLAEF_00701	gene	879	manZ_1			
PCOCLAEF_00701	CDS	879	manZ_1		COG3716	PTS system mannose-specific EIID component
PCOCLAEF_00702	gene	468				
PCOCLAEF_00702	CDS	468				hypothetical protein
PCOCLAEF_00703	gene	351				
PCOCLAEF_00703	CDS	351				hypothetical protein
PCOCLAEF_00704	gene	384				
PCOCLAEF_00704	CDS	384				hypothetical protein
PCOCLAEF_00705	gene	867	bglK_1			
PCOCLAEF_00705	CDS	867	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
PCOCLAEF_00706	gene	333				
PCOCLAEF_00706	CDS	333				hypothetical protein
PCOCLAEF_00707	gene	930	dagK_1			
PCOCLAEF_00707	CDS	930	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
PCOCLAEF_00708	gene	990	yhfP			
PCOCLAEF_00708	CDS	990	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
PCOCLAEF_00709	gene	648				
PCOCLAEF_00709	CDS	648				hypothetical protein
PCOCLAEF_00710	gene	753				
PCOCLAEF_00710	CDS	753				hypothetical protein
PCOCLAEF_00711	gene	990	lplJ_2			
PCOCLAEF_00711	CDS	990	lplJ_2	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
PCOCLAEF_00712	gene	873	cpdA_1			
PCOCLAEF_00712	CDS	873	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCOCLAEF_00713	gene	1257	hflX_2			
PCOCLAEF_00713	CDS	1257	hflX_2		COG2262	GTPase HflX
PCOCLAEF_00714	gene	621				
PCOCLAEF_00714	CDS	621				hypothetical protein
PCOCLAEF_00715	gene	612	mhqD			
PCOCLAEF_00715	CDS	612	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
PCOCLAEF_00716	gene	960	mhqA_1			
PCOCLAEF_00716	CDS	960	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
PCOCLAEF_00717	gene	891	mhqA_2			
PCOCLAEF_00717	CDS	891	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
PCOCLAEF_00718	gene	981				
PCOCLAEF_00718	CDS	981				hypothetical protein
PCOCLAEF_00719	gene	906	bcrA_1			
PCOCLAEF_00719	CDS	906	bcrA_1			Bacitracin transport ATP-binding protein BcrA
PCOCLAEF_00720	gene	822				
PCOCLAEF_00720	CDS	822				hypothetical protein
PCOCLAEF_00721	gene	612				
PCOCLAEF_00721	CDS	612				hypothetical protein
PCOCLAEF_00722	gene	681				
PCOCLAEF_00722	CDS	681				hypothetical protein
PCOCLAEF_00723	gene	837				
PCOCLAEF_00723	CDS	837		3.-.-.-		putative hydrolase
PCOCLAEF_00724	gene	504				
PCOCLAEF_00724	CDS	504				hypothetical protein
PCOCLAEF_00725	gene	2001	macB			
PCOCLAEF_00725	CDS	2001	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PCOCLAEF_00726	gene	705				
PCOCLAEF_00726	CDS	705				hypothetical protein
PCOCLAEF_00727	gene	690	ytrB_1			
PCOCLAEF_00727	CDS	690	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
PCOCLAEF_00728	gene	378	ytrA_2			
PCOCLAEF_00728	CDS	378	ytrA_2		COG1725	HTH-type transcriptional repressor YtrA
PCOCLAEF_00729	gene	660				
PCOCLAEF_00729	CDS	660				hypothetical protein
PCOCLAEF_00730	gene	510				
PCOCLAEF_00730	CDS	510				hypothetical protein
PCOCLAEF_00731	gene	1905				
PCOCLAEF_00731	CDS	1905				hypothetical protein
PCOCLAEF_00732	gene	405				
PCOCLAEF_00732	CDS	405				hypothetical protein
PCOCLAEF_00733	gene	339				
PCOCLAEF_00733	CDS	339				hypothetical protein
PCOCLAEF_00734	gene	480				
PCOCLAEF_00734	CDS	480				hypothetical protein
PCOCLAEF_00735	gene	741	ribF_2			
PCOCLAEF_00735	CDS	741	ribF_2		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PCOCLAEF_00736	gene	1806	glmS_1			
PCOCLAEF_00736	CDS	1806	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PCOCLAEF_00737	gene	213				
PCOCLAEF_00737	CDS	213				hypothetical protein
PCOCLAEF_00738	gene	729				
PCOCLAEF_00738	CDS	729				hypothetical protein
PCOCLAEF_00739	gene	1806				
PCOCLAEF_00739	CDS	1806				hypothetical protein
PCOCLAEF_00740	gene	1731	ydaP			
PCOCLAEF_00740	CDS	1731	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
PCOCLAEF_00741	gene	648				
PCOCLAEF_00741	CDS	648				hypothetical protein
PCOCLAEF_00742	gene	324				
PCOCLAEF_00742	CDS	324				hypothetical protein
PCOCLAEF_00743	gene	327				
PCOCLAEF_00743	CDS	327				hypothetical protein
PCOCLAEF_00744	gene	645				
PCOCLAEF_00744	CDS	645				hypothetical protein
PCOCLAEF_00745	gene	669	mltC			
PCOCLAEF_00745	CDS	669	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
PCOCLAEF_00746	gene	1302	yscN			
PCOCLAEF_00746	CDS	1302	yscN	7.1.2.2		putative ATP synthase YscN
PCOCLAEF_00747	gene	693				
PCOCLAEF_00747	CDS	693				hypothetical protein
PCOCLAEF_00748	gene	1107	fliG			
PCOCLAEF_00748	CDS	1107	fliG		COG1536	Flagellar motor switch protein FliG
PCOCLAEF_00749	gene	1653	fliF			
PCOCLAEF_00749	CDS	1653	fliF		COG1766	Flagellar M-ring protein
PCOCLAEF_00750	gene	297	fliE			
PCOCLAEF_00750	CDS	297	fliE			Flagellar hook-basal body complex protein FliE
PCOCLAEF_00751	gene	411	flgC			
PCOCLAEF_00751	CDS	411	flgC		COG1558	Flagellar basal-body rod protein FlgC
PCOCLAEF_00752	gene	402	flgB			
PCOCLAEF_00752	CDS	402	flgB		COG1815	Flagellar basal body rod protein FlgB
PCOCLAEF_00753	gene	282				
PCOCLAEF_00753	CDS	282				hypothetical protein
PCOCLAEF_00754	gene	387				
PCOCLAEF_00754	CDS	387				hypothetical protein
PCOCLAEF_00755	gene	1290	fliD			
PCOCLAEF_00755	CDS	1290	fliD		COG1345	B-type flagellar hook-associated protein 2
PCOCLAEF_00756	gene	876				
PCOCLAEF_00756	CDS	876				hypothetical protein
PCOCLAEF_00757	gene	1521	flgK			
PCOCLAEF_00757	CDS	1521	flgK		COG1256	Flagellar hook-associated protein 1
PCOCLAEF_00758	gene	429				
PCOCLAEF_00758	CDS	429				hypothetical protein
PCOCLAEF_00759	gene	465				
PCOCLAEF_00759	CDS	465				hypothetical protein
PCOCLAEF_00760	gene	1167				
PCOCLAEF_00760	CDS	1167				hypothetical protein
PCOCLAEF_00761	gene	1413				
PCOCLAEF_00761	CDS	1413				hypothetical protein
PCOCLAEF_00762	gene	1548				
PCOCLAEF_00762	CDS	1548				hypothetical protein
PCOCLAEF_00763	gene	993	fliM			
PCOCLAEF_00763	CDS	993	fliM		COG1868	Flagellar motor switch protein FliM
PCOCLAEF_00764	gene	237				
PCOCLAEF_00764	CDS	237				hypothetical protein
PCOCLAEF_00765	gene	1236	flgE			
PCOCLAEF_00765	CDS	1236	flgE		COG1749	Flagellar hook protein FlgE
PCOCLAEF_00766	gene	423				
PCOCLAEF_00766	CDS	423				hypothetical protein
PCOCLAEF_00767	gene	1047				
PCOCLAEF_00767	CDS	1047				hypothetical protein
PCOCLAEF_00768	gene	411				
PCOCLAEF_00768	CDS	411				hypothetical protein
PCOCLAEF_00769	gene	303				
PCOCLAEF_00769	CDS	303				hypothetical protein
PCOCLAEF_00770	gene	1857	cheA			
PCOCLAEF_00770	CDS	1857	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
PCOCLAEF_00771	gene	360	cheY			
PCOCLAEF_00771	CDS	360	cheY		COG0784	Chemotaxis protein CheY
PCOCLAEF_00772	gene	864	hag			
PCOCLAEF_00772	CDS	864	hag		COG1344	Flagellin
PCOCLAEF_00773	gene	909	cheV			
PCOCLAEF_00773	CDS	909	cheV		COG0784	Chemotaxis protein CheV
PCOCLAEF_00774	gene	1914				
PCOCLAEF_00774	CDS	1914				hypothetical protein
PCOCLAEF_00775	gene	501				
PCOCLAEF_00775	CDS	501				hypothetical protein
PCOCLAEF_00776	gene	828	motB			
PCOCLAEF_00776	CDS	828	motB		COG1360	Motility protein B
PCOCLAEF_00777	gene	852	pomA			
PCOCLAEF_00777	CDS	852	pomA		COG1291	Chemotaxis protein PomA
PCOCLAEF_00778	gene	336				
PCOCLAEF_00778	CDS	336				hypothetical protein
PCOCLAEF_00779	gene	789	cheR			
PCOCLAEF_00779	CDS	789	cheR	2.1.1.80		Chemotaxis protein methyltransferase
PCOCLAEF_00780	gene	780	flgG			
PCOCLAEF_00780	CDS	780	flgG		COG4786	Flagellar basal-body rod protein FlgG
PCOCLAEF_00781	gene	1224	srp54			
PCOCLAEF_00781	CDS	1224	srp54			Signal recognition particle 54 kDa protein
PCOCLAEF_00782	gene	2076	flhA			
PCOCLAEF_00782	CDS	2076	flhA		COG1298	Flagellar biosynthesis protein FlhA
PCOCLAEF_00783	gene	1047	flhB			
PCOCLAEF_00783	CDS	1047	flhB		COG1377	Flagellar biosynthetic protein FlhB
PCOCLAEF_00784	gene	762	spaR			
PCOCLAEF_00784	CDS	762	spaR		COG4791	Surface presentation of antigens protein SpaR
PCOCLAEF_00785	gene	273				
PCOCLAEF_00785	CDS	273				hypothetical protein
PCOCLAEF_00786	gene	768	fliP			
PCOCLAEF_00786	CDS	768	fliP		COG1338	Flagellar biosynthetic protein FliP
PCOCLAEF_00787	gene	315				
PCOCLAEF_00787	CDS	315				hypothetical protein
PCOCLAEF_00788	gene	921	mogR			
PCOCLAEF_00788	CDS	921	mogR			Motility gene repressor MogR
PCOCLAEF_00789	gene	210				
