locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAOADFNE_01150	CDS	213				hypothetical protein
FAOADFNE_01151	gene	348				
FAOADFNE_01151	CDS	348				hypothetical protein
FAOADFNE_01152	gene	765				
FAOADFNE_01152	CDS	765				hypothetical protein
FAOADFNE_01153	gene	1128				
FAOADFNE_01153	CDS	1128		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
FAOADFNE_01154	gene	369				
FAOADFNE_01154	CDS	369				hypothetical protein
FAOADFNE_01155	gene	1197	chuR_2			
FAOADFNE_01155	CDS	1197	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
FAOADFNE_01156	gene	1254				
FAOADFNE_01156	CDS	1254				hypothetical protein
FAOADFNE_01157	gene	258				
FAOADFNE_01157	CDS	258				hypothetical protein
FAOADFNE_01158	gene	162				
FAOADFNE_01158	CDS	162				hypothetical protein
FAOADFNE_01159	gene	1167	nhaA			
FAOADFNE_01159	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
FAOADFNE_01160	gene	894	nhaR			
FAOADFNE_01160	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
FAOADFNE_01161	gene	2040				
FAOADFNE_01161	CDS	2040				hypothetical protein
FAOADFNE_01162	gene	1374	xylP			
FAOADFNE_01162	CDS	1374	xylP			Isoprimeverose transporter
FAOADFNE_01163	gene	210				
FAOADFNE_01163	CDS	210				hypothetical protein
FAOADFNE_01164	gene	939	ribF			
FAOADFNE_01164	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
FAOADFNE_01165	gene	2835	ileS			
FAOADFNE_01165	CDS	2835	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FAOADFNE_01166	gene	501	lspA			
FAOADFNE_01166	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FAOADFNE_01167	gene	450	fkpB			
FAOADFNE_01167	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
FAOADFNE_01168	gene	951	ispH			
FAOADFNE_01168	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FAOADFNE_01169	gene	1203				
FAOADFNE_01169	CDS	1203				hypothetical protein
FAOADFNE_01170	gene	915	rihC			
FAOADFNE_01170	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
FAOADFNE_01171	gene	687	citB			
FAOADFNE_01171	CDS	687	citB		COG4565	Transcriptional regulatory protein CitB
FAOADFNE_01172	gene	1659	citA			
FAOADFNE_01172	CDS	1659	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
FAOADFNE_01173	gene	1302	oadB_1			
FAOADFNE_01173	CDS	1302	oadB_1	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
FAOADFNE_01174	gene	1776	oadA_1			
FAOADFNE_01174	CDS	1776	oadA_1	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
FAOADFNE_01175	gene	240	oadG_1			
FAOADFNE_01175	CDS	240	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
FAOADFNE_01176	gene	1341	citS			
FAOADFNE_01176	CDS	1341	citS		COG3493	Citrate-sodium symporter
FAOADFNE_01177	gene	969	citC_1			
FAOADFNE_01177	CDS	969	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
FAOADFNE_01178	gene	294	citD_1			
FAOADFNE_01178	CDS	294	citD_1		COG3052	Citrate lyase acyl carrier protein
FAOADFNE_01179	gene	870	citE_1			
FAOADFNE_01179	CDS	870	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
FAOADFNE_01180	gene	1521	citF_1			
FAOADFNE_01180	CDS	1521	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
FAOADFNE_01181	gene	552	citX_1			
FAOADFNE_01181	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
FAOADFNE_01182	gene	909	citG_1			
FAOADFNE_01182	CDS	909	citG_1	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
FAOADFNE_01183	gene	822	dapB			
FAOADFNE_01183	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FAOADFNE_01184	gene	1149	carA			
FAOADFNE_01184	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FAOADFNE_01185	gene	3228	carB			
FAOADFNE_01185	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FAOADFNE_01186	gene	396				
FAOADFNE_01186	CDS	396				hypothetical protein
FAOADFNE_01187	gene	597	caiE			
FAOADFNE_01187	CDS	597	caiE			Carnitine operon protein CaiE
FAOADFNE_01188	gene	786	caiD			
FAOADFNE_01188	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
FAOADFNE_01189	gene	1554	caiC			
FAOADFNE_01189	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
FAOADFNE_01190	gene	1218	caiB			
FAOADFNE_01190	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
FAOADFNE_01191	gene	1143	caiA_1			
FAOADFNE_01191	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
FAOADFNE_01192	gene	1518	caiT			
FAOADFNE_01192	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
FAOADFNE_01193	gene	771	fixA_1			
FAOADFNE_01193	CDS	771	fixA_1		COG2086	Protein FixA
FAOADFNE_01194	gene	942	fixB_1			
FAOADFNE_01194	CDS	942	fixB_1		COG2025	Protein FixB
FAOADFNE_01195	gene	1287				
FAOADFNE_01195	CDS	1287				hypothetical protein
FAOADFNE_01196	gene	288	fixX_1			
FAOADFNE_01196	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
FAOADFNE_01197	gene	1341	ygcS			
FAOADFNE_01197	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
FAOADFNE_01198	gene	231	ygdR_1			
FAOADFNE_01198	CDS	231	ygdR_1			putative lipoprotein YgdR
FAOADFNE_01199	gene	417				
FAOADFNE_01199	CDS	417				hypothetical protein
FAOADFNE_01200	gene	291				
FAOADFNE_01200	CDS	291				hypothetical protein
FAOADFNE_01201	gene	1890				
FAOADFNE_01201	CDS	1890				hypothetical protein
FAOADFNE_01202	gene	531	kefF			
FAOADFNE_01202	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
FAOADFNE_01203	gene	1863	kefC_1			
FAOADFNE_01203	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FAOADFNE_01204	gene	480				
FAOADFNE_01204	CDS	480				IS1595 family transposase ISSsu9
FAOADFNE_01205	gene	849	apaH			
FAOADFNE_01205	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
FAOADFNE_01206	gene	378	apaG			
FAOADFNE_01206	CDS	378	apaG		COG2967	Protein ApaG
FAOADFNE_01207	gene	822	rsmA			
FAOADFNE_01207	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FAOADFNE_01208	gene	990	pdxA			
FAOADFNE_01208	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
FAOADFNE_01209	gene	1287	surA			
FAOADFNE_01209	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
FAOADFNE_01210	gene	2361	lptD			
FAOADFNE_01210	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
FAOADFNE_01211	gene	813	djlA			
FAOADFNE_01211	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
FAOADFNE_01212	gene	660	rluA			
FAOADFNE_01212	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
FAOADFNE_01213	gene	2907	rapA			
FAOADFNE_01213	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FAOADFNE_01214	gene	2352	polB			
FAOADFNE_01214	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
FAOADFNE_01215	gene	621				
FAOADFNE_01215	CDS	621				hypothetical protein
FAOADFNE_01216	gene	420				
FAOADFNE_01216	CDS	420				hypothetical protein
FAOADFNE_01217	gene	747	araD			
FAOADFNE_01217	CDS	747	araD	5.1.3.4		L-ribulose-5-phosphate 4-epimerase
FAOADFNE_01218	gene	1503	araA			
FAOADFNE_01218	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
FAOADFNE_01219	gene	267	araB_1			
FAOADFNE_01219	CDS	267	araB_1	2.7.1.16		Ribulokinase
FAOADFNE_01220	gene	897	araB_2			
FAOADFNE_01220	CDS	897	araB_2	2.7.1.16	COG1069	Ribulokinase
FAOADFNE_01221	gene	846	araC			
FAOADFNE_01221	CDS	846	araC			Arabinose operon regulatory protein
FAOADFNE_01222	gene	768	yabI			
FAOADFNE_01222	CDS	768	yabI		COG0586	Inner membrane protein YabI
FAOADFNE_01223	gene	708	thiQ			
FAOADFNE_01223	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
FAOADFNE_01224	gene	1611				
FAOADFNE_01224	CDS	1611				hypothetical protein
FAOADFNE_01225	gene	984	thiB			
FAOADFNE_01225	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
FAOADFNE_01226	gene	1659	sgrR_3			
FAOADFNE_01226	CDS	1659	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
FAOADFNE_01227	gene	123	sgrT			
FAOADFNE_01227	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
FAOADFNE_01228	gene	282				
FAOADFNE_01228	CDS	282				hypothetical protein
FAOADFNE_01229	gene	606	leuD1			
FAOADFNE_01229	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
FAOADFNE_01230	gene	1401	leuC1			
FAOADFNE_01230	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
FAOADFNE_01231	gene	1092	leuB			
FAOADFNE_01231	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FAOADFNE_01232	gene	1572	leuA			
FAOADFNE_01232	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FAOADFNE_01233	gene	243	leuO_1			
FAOADFNE_01233	CDS	243	leuO_1			HTH-type transcriptional regulator LeuO
FAOADFNE_01234	gene	660	leuO_2			
FAOADFNE_01234	CDS	660	leuO_2			HTH-type transcriptional regulator LeuO
FAOADFNE_01235	gene	1725	ilvI			
FAOADFNE_01235	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FAOADFNE_01236	gene	495	ilvH			
FAOADFNE_01236	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FAOADFNE_01237	gene	1005	cra			
FAOADFNE_01237	CDS	1005	cra		COG1609	Catabolite repressor/activator
FAOADFNE_01238	gene	459	mraZ			
FAOADFNE_01238	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
FAOADFNE_01239	gene	942	rsmH			
FAOADFNE_01239	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FAOADFNE_01240	gene	366	ftsL			
FAOADFNE_01240	CDS	366	ftsL		COG3116	Cell division protein FtsL
FAOADFNE_01241	gene	1767	ftsI_1			
FAOADFNE_01241	CDS	1767	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FAOADFNE_01242	gene	1488	murE			
FAOADFNE_01242	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FAOADFNE_01243	gene	1359	murF			
FAOADFNE_01243	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FAOADFNE_01244	gene	1083	mraY			
FAOADFNE_01244	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FAOADFNE_01245	gene	1317	murD			
FAOADFNE_01245	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FAOADFNE_01246	gene	1245	ftsW			
FAOADFNE_01246	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FAOADFNE_01247	gene	1068	murG			
FAOADFNE_01247	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FAOADFNE_01248	gene	1476	murC			
FAOADFNE_01248	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FAOADFNE_01249	gene	921	ddlB			
FAOADFNE_01249	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
FAOADFNE_01250	gene	831	ftsQ			
FAOADFNE_01250	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
FAOADFNE_01251	gene	1263	ftsA_1			
FAOADFNE_01251	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
FAOADFNE_01252	gene	1152	ftsZ			
FAOADFNE_01252	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
FAOADFNE_01253	gene	918	lpxC			
FAOADFNE_01253	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FAOADFNE_01254	gene	498	secM			
FAOADFNE_01254	CDS	498	secM			Secretion monitor
FAOADFNE_01255	gene	2706	secA			
FAOADFNE_01255	CDS	2706	secA		COG0653	Protein translocase subunit SecA
FAOADFNE_01256	gene	396	mutT			
FAOADFNE_01256	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FAOADFNE_01257	gene	990	yhdN			
FAOADFNE_01257	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
FAOADFNE_01258	gene	924	pgrR			
FAOADFNE_01258	CDS	924	pgrR			HTH-type transcriptional regulator PgrR
FAOADFNE_01259	gene	192	yacG			
FAOADFNE_01259	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
FAOADFNE_01260	gene	744	zapD			
FAOADFNE_01260	CDS	744	zapD		COG4582	Cell division protein ZapD
FAOADFNE_01261	gene	621	coaE			
FAOADFNE_01261	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FAOADFNE_01262	gene	1044	guaC			
FAOADFNE_01262	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
FAOADFNE_01263	gene	1203	epsF			
FAOADFNE_01263	CDS	1203	epsF		COG1459	Type II secretion system protein F
FAOADFNE_01264	gene	1386	epsE			
FAOADFNE_01264	CDS	1386	epsE		COG2804	Type II secretion system protein E
FAOADFNE_01265	gene	438				
FAOADFNE_01265	CDS	438				hypothetical protein
FAOADFNE_01266	gene	894	nadC			
FAOADFNE_01266	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FAOADFNE_01267	gene	564	ampD			
FAOADFNE_01267	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
FAOADFNE_01268	gene	855	ampE			
FAOADFNE_01268	CDS	855	ampE		COG3725	Protein AmpE
FAOADFNE_01269	gene	951				
FAOADFNE_01269	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
FAOADFNE_01270	gene	1407	yicJ_3			
FAOADFNE_01270	CDS	1407	yicJ_3		COG2211	Inner membrane symporter YicJ
FAOADFNE_01271	gene	1371	aroP			
FAOADFNE_01271	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
FAOADFNE_01272	gene	765	pdhR_1			
FAOADFNE_01272	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
FAOADFNE_01273	gene	2664	aceE			
FAOADFNE_01273	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FAOADFNE_01274	gene	1584	aceF			
FAOADFNE_01274	CDS	1584	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FAOADFNE_01275	gene	1425	lpdA			
FAOADFNE_01275	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FAOADFNE_01276	gene	285				
FAOADFNE_01276	CDS	285				hypothetical protein
FAOADFNE_01277	gene	792				
FAOADFNE_01277	CDS	792				hypothetical protein
FAOADFNE_01278	gene	1620				
FAOADFNE_01278	CDS	1620				hypothetical protein
FAOADFNE_01279	gene	2598	acnB			
FAOADFNE_01279	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
FAOADFNE_01280	gene	465				
FAOADFNE_01280	CDS	465				hypothetical protein
FAOADFNE_01281	gene	102				
FAOADFNE_01281	CDS	102				hypothetical protein
FAOADFNE_01282	gene	324				
FAOADFNE_01282	CDS	324				hypothetical protein
FAOADFNE_01283	gene	363				
FAOADFNE_01283	CDS	363				hypothetical protein
FAOADFNE_01284	gene	954	kdgT_1			
FAOADFNE_01284	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
FAOADFNE_01285	gene	1272	dtnK			
FAOADFNE_01285	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
FAOADFNE_01286	gene	984	pdxA2			
FAOADFNE_01286	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FAOADFNE_01287	gene	768	glcR			
FAOADFNE_01287	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
FAOADFNE_01288	gene	795	speD			
FAOADFNE_01288	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FAOADFNE_01289	gene	861	speE			
FAOADFNE_01289	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
FAOADFNE_01290	gene	387				
FAOADFNE_01290	CDS	387				hypothetical protein
FAOADFNE_01291	gene	1569	cueO			
FAOADFNE_01291	CDS	1569	cueO		COG2132	Blue copper oxidase CueO
FAOADFNE_01292	gene	2391	gcd			
FAOADFNE_01292	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
FAOADFNE_01293	gene	537	hpt			
FAOADFNE_01293	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FAOADFNE_01294	gene	663	can			
FAOADFNE_01294	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
FAOADFNE_01295	gene	927	yadG			
FAOADFNE_01295	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FAOADFNE_01296	gene	771	yadH			
FAOADFNE_01296	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
FAOADFNE_01297	gene	1080	lpfD_2			
FAOADFNE_01297	CDS	1080	lpfD_2			putative minor fimbrial subunit LpfD
FAOADFNE_01298	gene	2559	fimD_3			
FAOADFNE_01298	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
FAOADFNE_01299	gene	684	fimC			
FAOADFNE_01299	CDS	684	fimC			Chaperone protein FimC
FAOADFNE_01300	gene	540	fimA_1			
FAOADFNE_01300	CDS	540	fimA_1			Type-1 fimbrial protein, A chain
FAOADFNE_01301	gene	441				
FAOADFNE_01301	CDS	441				hypothetical protein
FAOADFNE_01302	gene	1230				
FAOADFNE_01302	CDS	1230				hypothetical protein
FAOADFNE_01303	gene	381	panD			
FAOADFNE_01303	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FAOADFNE_01304	gene	855	panC			
FAOADFNE_01304	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
FAOADFNE_01305	gene	792	panB			
FAOADFNE_01305	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FAOADFNE_01306	gene	480	folK			
FAOADFNE_01306	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FAOADFNE_01307	gene	1419	pcnB			
FAOADFNE_01307	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
FAOADFNE_01308	gene	942	gluQ			
FAOADFNE_01308	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
FAOADFNE_01309	gene	456	dksA			
FAOADFNE_01309	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FAOADFNE_01310	gene	705	sfsA			
FAOADFNE_01310	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
FAOADFNE_01311	gene	531	thpR			
FAOADFNE_01311	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
FAOADFNE_01312	gene	2475	hrpB			
FAOADFNE_01312	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
FAOADFNE_01313	gene	2523	mrcB			
FAOADFNE_01313	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
FAOADFNE_01314	gene	2190	fhuA_1			
FAOADFNE_01314	CDS	2190	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
FAOADFNE_01315	gene	798	fhuC			
FAOADFNE_01315	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FAOADFNE_01316	gene	891	fhuD			
FAOADFNE_01316	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FAOADFNE_01317	gene	2058	fhuB			
FAOADFNE_01317	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
FAOADFNE_01318	gene	207				
FAOADFNE_01318	CDS	207				hypothetical protein
FAOADFNE_01319	gene	561	smfA			
FAOADFNE_01319	CDS	561	smfA			Fimbria A protein
FAOADFNE_01320	gene	2658	papC_1			
FAOADFNE_01320	CDS	2658	papC_1		COG3188	Outer membrane usher protein PapC
FAOADFNE_01321	gene	753	yfcS_1			
FAOADFNE_01321	CDS	753	yfcS_1		COG3121	putative fimbrial chaperone YfcS
FAOADFNE_01322	gene	513	yfcR_1			
FAOADFNE_01322	CDS	513	yfcR_1			putative fimbrial-like protein YfcR
FAOADFNE_01323	gene	477	yfcQ_1			
FAOADFNE_01323	CDS	477	yfcQ_1			putative fimbrial-like protein YfcQ
FAOADFNE_01324	gene	531	yfcP_1			
FAOADFNE_01324	CDS	531	yfcP_1			putative fimbrial-like protein YfcP
FAOADFNE_01325	gene	846	yfcO			
FAOADFNE_01325	CDS	846	yfcO			putative protein YfcO
FAOADFNE_01326	gene	1281	hemL			
FAOADFNE_01326	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
FAOADFNE_01327	gene	1422	clcA			
FAOADFNE_01327	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
FAOADFNE_01328	gene	345	erpA			
FAOADFNE_01328	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
FAOADFNE_01329	gene	624				
FAOADFNE_01329	CDS	624				hypothetical protein
FAOADFNE_01330	gene	801	btuF			
FAOADFNE_01330	CDS	801	btuF		COG0614	Vitamin B12-binding protein
FAOADFNE_01331	gene	699	mtnN			
FAOADFNE_01331	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FAOADFNE_01332	gene	1518	dgt			
FAOADFNE_01332	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
FAOADFNE_01333	gene	1428	degP			
FAOADFNE_01333	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FAOADFNE_01334	gene	1158	cdaR_1			
FAOADFNE_01334	CDS	1158	cdaR_1		COG3835	Carbohydrate diacid regulator
FAOADFNE_01335	gene	387				
FAOADFNE_01335	CDS	387				hypothetical protein
FAOADFNE_01336	gene	1302	abaF			
FAOADFNE_01336	CDS	1302	abaF			Fosfomycin resistance protein AbaF
FAOADFNE_01337	gene	825	dapD			
FAOADFNE_01337	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FAOADFNE_01338	gene	2673	glnD			
FAOADFNE_01338	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
FAOADFNE_01339	gene	795	map			
FAOADFNE_01339	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
FAOADFNE_01340	gene	726	rpsB			
FAOADFNE_01340	CDS	726	rpsB		COG0052	30S ribosomal protein S2
FAOADFNE_01341	gene	924	tsf			
FAOADFNE_01341	CDS	924	tsf		COG0264	Elongation factor Ts
FAOADFNE_01342	gene	726	pyrH			
FAOADFNE_01342	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FAOADFNE_01343	gene	558	frr			
FAOADFNE_01343	CDS	558	frr		COG0233	Ribosome-recycling factor
FAOADFNE_01344	gene	1197	dxr			
FAOADFNE_01344	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FAOADFNE_01345	gene	690	ispU			
FAOADFNE_01345	CDS	690	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FAOADFNE_01346	gene	858	cdsA			
FAOADFNE_01346	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FAOADFNE_01347	gene	1353	rseP			
FAOADFNE_01347	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
FAOADFNE_01348	gene	2418	bamA			
FAOADFNE_01348	CDS	2418	bamA		COG4775	Outer membrane protein assembly factor BamA
FAOADFNE_01349	gene	486	skp			
FAOADFNE_01349	CDS	486	skp		COG2825	Chaperone protein Skp
FAOADFNE_01350	gene	1026	lpxD			
FAOADFNE_01350	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FAOADFNE_01351	gene	456	fabZ			
FAOADFNE_01351	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FAOADFNE_01352	gene	789	lpxA			
FAOADFNE_01352	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FAOADFNE_01353	gene	1149	lpxB			
FAOADFNE_01353	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
FAOADFNE_01354	gene	597	rnhB			
FAOADFNE_01354	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FAOADFNE_01355	gene	3483	dnaE			
FAOADFNE_01355	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FAOADFNE_01356	gene	960	accA			
FAOADFNE_01356	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FAOADFNE_01357	gene	1764				
FAOADFNE_01357	CDS	1764				hypothetical protein
FAOADFNE_01358	gene	2142	ldcC			
FAOADFNE_01358	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
